amountOfVerbs,amountOfPronouns,amountOfNouns,amountOfAdjectives,amountOfAdverbs,restOfWords,totalAmount,id
4,2,10,0,2,4,22,7065
3,3,12,0,1,4,23,7068
5,6,6,1,3,4,25,7069
1,1,2,1,0,4,9,7070
5,3,4,0,1,4,17,7071
0,0,7,1,0,3,11,7073
2,1,4,1,0,5,13,7074
0,0,2,1,0,1,4,7075
0,0,8,2,0,1,11,7076
5,2,8,1,0,8,24,7077
1,1,4,2,2,5,15,7078
0,0,1,2,1,1,5,7080
1,0,4,0,0,0,5,7081
3,1,9,4,1,5,23,7086
0,0,1,0,0,0,1,7088
2,1,5,1,1,3,13,7089
1,0,5,3,0,2,11,7091
2,0,9,1,0,4,16,7092
1,0,7,1,0,4,13,7093
0,0,10,3,0,6,19,7095
3,2,3,1,3,3,15,7097
0,0,9,3,0,2,14,7098
5,1,12,1,0,6,25,7104
1,1,18,1,0,4,25,7105
1,1,7,2,0,6,17,7106
1,0,10,0,0,1,12,7108
0,0,8,3,0,0,11,7109
3,0,3,1,1,1,9,7111
0,0,8,0,1,2,11,7112
1,0,11,3,0,2,17,7114
2,3,6,4,0,2,17,7115
1,0,10,0,0,1,12,7116
2,3,5,1,3,4,18,7118
1,1,7,2,0,6,17,7120
2,1,4,1,0,4,12,7121
1,0,6,3,1,2,13,7122
1,1,7,2,0,6,17,7124
4,2,5,4,0,7,22,7125
4,1,6,3,1,1,16,7126
3,0,6,4,0,5,18,7128
2,1,4,1,0,4,12,7129
0,0,10,1,0,2,13,7130
3,0,9,1,0,6,19,7131
2,1,4,1,0,4,12,7132
2,1,4,1,0,4,12,7134
1,1,7,2,0,6,17,7135
0,0,9,0,0,2,11,7136
1,1,7,2,0,6,17,7137
9,6,3,3,1,9,31,7138
3,0,11,0,0,4,18,7140
0,0,14,0,0,3,17,7141
0,0,13,0,0,3,16,7142
5,2,5,2,1,8,23,7144
4,1,4,0,0,2,11,7146
2,1,3,0,1,6,13,7147
0,0,8,0,0,6,14,7148
2,1,3,0,1,5,12,7149
4,1,3,2,1,5,16,7150
0,0,6,0,0,1,7,7154
2,1,4,0,0,7,14,7155
1,1,10,1,0,4,17,7157
1,0,7,0,3,0,11,7158
1,1,7,0,0,8,17,7159
1,1,3,1,0,3,9,7160
0,2,4,1,0,1,8,7161
0,0,11,0,0,3,14,7163
2,2,3,0,0,4,11,7164
6,2,3,1,1,6,19,7165
1,0,4,3,1,2,11,7166
2,1,1,0,0,0,4,7167
4,3,8,2,0,10,27,7168
0,0,8,0,0,1,9,7169
0,0,5,1,0,4,10,7171
0,0,2,1,0,1,4,7173
3,0,8,0,0,7,18,7174
3,1,6,0,1,8,19,7175
2,0,8,3,1,5,19,7176
4,2,3,3,1,3,16,7178
1,0,1,0,0,1,3,7179
2,0,1,3,1,2,9,7180
1,0,3,1,0,0,5,7183
0,0,9,0,0,1,10,7184
1,0,2,0,0,3,6,7185
1,0,4,0,0,1,6,7186
1,0,3,0,1,0,5,7187
1,0,5,0,0,7,13,7188
0,1,6,0,0,3,10,7191
1,1,3,0,0,2,7,7192
3,0,6,1,4,6,20,7193
1,0,2,0,2,4,9,7194
2,0,2,3,0,4,11,7195
2,0,5,2,1,6,16,7196
5,2,9,1,0,5,22,7197
3,1,4,1,0,4,13,7198
2,0,6,1,0,3,12,7199
4,0,8,2,0,3,17,7201
2,0,6,3,1,8,20,7202
1,0,2,1,2,1,7,7203
1,3,4,1,0,1,10,7204
2,0,12,3,1,7,25,7205
2,0,9,1,0,7,19,7206
5,0,5,4,0,8,22,7208
1,0,8,1,0,0,10,7210
3,2,3,1,1,7,17,7211
3,3,6,2,1,7,22,7213
1,3,10,3,2,6,25,7214
0,0,10,2,0,2,14,7215
2,2,5,1,0,5,15,7218
1,1,11,1,0,4,18,7221
5,1,2,2,0,6,16,7223
2,0,4,4,0,5,15,7224
6,2,5,2,2,8,25,7226
3,1,10,3,1,6,24,7227
3,3,2,1,0,3,12,7228
2,1,4,0,0,1,8,7229
4,1,4,2,0,5,16,7230
0,0,9,2,0,3,14,7231
5,1,11,3,0,4,24,7232
3,0,4,3,1,6,17,7234
3,0,7,2,0,6,18,7235
2,1,8,3,0,4,18,7236
4,1,4,2,0,5,16,7241
1,3,4,1,0,1,10,7242
2,1,9,3,0,5,20,7244
2,0,8,2,0,3,15,7247
1,0,9,0,0,3,13,7248
1,0,6,2,0,0,9,7250
2,0,12,4,0,5,23,7251
4,0,9,1,0,1,15,7252
3,0,5,6,1,3,18,7253
3,0,7,4,0,3,17,7254
0,0,10,0,0,0,10,7255
3,0,2,2,2,2,11,7256
3,0,8,1,2,7,21,7260
2,0,4,2,0,3,11,7261
2,1,10,4,0,9,26,7264
2,0,4,2,0,3,11,7265
1,0,9,0,0,1,11,7266
5,2,6,1,1,6,21,7267
4,1,6,5,0,7,23,7268
2,0,12,3,1,4,22,7270
1,0,6,5,0,6,18,7272
2,0,6,0,0,3,11,7274
1,0,10,7,0,5,23,7275
2,0,13,0,0,1,16,7277
2,0,8,0,0,5,15,7278
0,0,5,2,1,2,10,7280
1,0,9,1,0,6,17,7281
1,0,6,3,0,5,15,7283
0,0,6,0,0,3,9,7285
3,1,9,2,0,8,23,7286
3,0,7,2,0,5,17,7287
2,0,6,0,0,3,11,7288
2,0,7,4,1,6,20,7289
3,0,11,2,1,10,27,7290
1,0,8,4,0,4,17,7291
2,0,6,2,0,4,14,7292
1,1,7,3,2,3,17,7294
0,0,1,0,0,1,2,7295
2,0,7,3,0,4,16,7296
0,0,8,1,0,2,11,7297
1,0,6,1,0,5,13,7299
0,1,9,0,0,3,13,7300
2,0,9,3,2,4,20,7301
2,0,7,1,0,7,17,7302
0,0,13,0,0,2,15,7306
2,0,8,4,1,6,21,7307
0,0,6,0,0,1,7,7309
3,1,5,2,1,6,18,7310
2,0,4,2,0,3,11,7311
3,0,8,1,0,5,17,7312
2,0,9,3,0,6,20,7315
3,0,6,3,1,7,20,7316
0,0,13,1,1,0,15,7317
0,0,8,0,0,1,9,7318
3,1,6,5,3,8,26,7319
2,3,3,2,0,3,13,7320
0,0,3,3,0,1,7,7323
1,0,9,4,1,4,19,7324
2,0,7,2,1,2,14,7325
0,0,4,1,0,1,6,7326
0,0,5,0,0,2,7,7328
1,0,8,2,0,7,18,7329
2,0,3,3,1,3,12,7330
0,0,12,0,0,2,14,7331
0,0,9,2,0,4,15,7332
1,0,6,2,2,2,13,7334
1,0,6,3,1,1,12,7335
1,0,7,2,2,2,14,7337
1,0,4,2,1,1,9,7338
2,0,10,0,0,6,18,7340
1,1,7,3,1,8,21,7342
0,0,8,0,0,1,9,7343
1,1,5,2,0,4,13,7344
7,0,8,1,1,5,22,7345
0,0,11,0,0,7,18,7348
1,0,11,3,1,2,18,7350
5,1,10,0,3,3,22,7352
3,2,3,0,1,2,11,7354
3,1,11,4,1,6,26,7355
3,0,8,2,1,5,19,7356
0,0,13,0,0,0,13,7357
3,0,8,2,2,6,21,7358
0,1,4,1,0,2,8,7359
1,1,7,1,0,3,13,7360
2,1,4,2,1,5,15,7361
1,0,12,0,0,1,14,7362
2,0,3,1,1,3,10,7365
0,0,6,1,0,3,10,7366
1,0,2,0,0,2,5,7367
3,3,5,2,1,0,14,7369
2,2,3,1,0,1,9,7371
5,4,1,1,3,4,18,7372
4,0,3,2,0,2,11,7373
4,2,4,1,2,7,20,7374
6,3,8,1,0,6,24,7377
4,1,7,1,1,11,25,7378
2,3,5,0,0,3,13,7380
2,0,9,1,0,1,13,7381
4,3,5,2,2,7,23,7383
1,0,12,0,0,1,14,7386
2,1,4,1,0,7,15,7390
6,3,8,0,0,7,24,7391
1,0,12,0,0,1,14,7392
4,1,4,2,4,7,22,7393
3,1,5,1,0,1,11,7395
0,0,6,0,0,1,7,7397
1,0,0,0,0,0,1,7400
5,0,4,0,1,4,14,7402
1,1,5,2,0,3,12,7403
2,0,1,0,0,2,5,7405
6,2,7,1,1,2,19,7407
7,2,6,0,0,5,20,7408
5,0,7,2,0,6,20,7410
1,1,8,1,0,5,16,7412
1,1,6,0,0,3,11,7413
5,3,4,1,0,1,14,7414
1,1,6,0,0,3,11,7415
3,3,9,0,0,5,20,7416
4,1,7,0,0,10,22,7418
5,2,5,1,1,5,19,7419
4,2,8,1,3,7,25,7421
2,1,1,1,0,0,5,7424
4,0,7,2,0,7,20,7425
1,1,6,0,0,3,11,7426
1,0,2,0,1,1,5,7428
4,1,4,1,0,3,13,7430
4,1,1,0,0,3,9,7431
2,1,5,0,0,2,10,7433
3,0,4,1,2,1,11,7434
3,0,4,1,1,4,13,7437
1,1,6,0,0,3,11,7438
3,3,6,1,2,4,19,7439
8,2,4,3,0,9,26,7442
2,1,1,1,2,3,10,7443
3,1,2,0,0,0,6,7444
3,0,13,4,1,1,22,7446
3,0,6,0,1,4,14,7447
2,1,4,1,3,3,14,7451
1,0,6,0,1,3,11,7452
0,0,11,2,0,2,15,7453
6,2,8,2,2,7,27,7456
2,2,5,1,0,5,15,7457
4,1,7,1,2,4,19,7458
3,1,7,1,3,8,23,7459
1,0,6,0,0,2,9,7461
0,0,3,0,1,1,5,7463
1,0,6,0,0,2,9,7465
3,0,2,0,2,9,16,7467
2,1,4,1,2,6,16,7470
0,1,3,0,0,3,7,7473
0,0,4,1,0,5,10,7474
1,0,6,0,0,2,9,7475
2,0,9,1,0,6,18,7476
1,1,11,1,0,6,20,7477
2,0,9,0,0,15,26,7478
4,2,9,4,1,6,26,7479
1,0,6,1,0,2,10,7480
2,0,4,3,0,6,15,7481
0,0,11,0,0,0,11,7482
0,0,8,2,0,2,12,7488
1,0,6,0,1,3,11,7490
3,2,7,1,0,9,22,7491
3,0,13,1,0,3,20,7493
0,0,8,0,0,4,12,7494
0,0,17,0,0,4,21,7496
2,0,5,1,0,2,10,7497
3,0,10,2,0,4,19,7498
3,0,5,3,0,2,13,7501
0,0,11,0,0,3,14,7502
3,0,4,2,0,2,11,7503
3,0,4,2,0,2,11,7504
3,0,4,2,0,2,11,7505
3,0,4,2,0,2,11,7507
3,0,4,2,0,2,11,7510
0,0,12,0,0,1,13,7512
3,0,7,3,1,5,19,7513
0,0,11,0,0,1,12,7514
3,2,10,0,0,8,23,7515
1,0,13,1,0,1,16,7517
3,0,11,2,0,3,19,7518
3,1,7,0,0,8,19,7519
3,0,4,2,0,2,11,7520
3,0,6,2,0,2,13,7521
2,0,12,0,0,3,17,7522
4,0,6,2,0,2,14,7523
1,0,14,1,0,1,17,7525
3,0,6,3,1,4,17,7526
2,1,9,2,0,4,18,7527
3,0,7,2,0,2,14,7528
0,0,4,0,0,2,6,7529
2,0,7,0,0,1,10,7530
3,0,4,2,0,2,11,7531
3,0,4,2,0,2,11,7532
4,0,5,2,0,2,13,7533
3,0,5,2,0,2,12,7534
3,0,6,2,0,2,13,7535
3,0,6,2,0,2,13,7536
3,0,12,2,0,6,23,7537
3,0,4,2,0,2,11,7540
3,0,5,3,0,2,13,7542
0,0,8,0,0,1,9,7543
0,0,11,0,0,3,14,7544
2,0,7,2,0,8,19,7545
3,0,7,2,0,10,22,7547
2,0,7,2,0,8,19,7548
1,0,8,0,0,2,11,7550
2,0,8,3,0,3,16,7551
3,0,7,2,0,9,21,7552
0,1,8,0,0,7,16,7553
2,0,7,2,0,8,19,7554
2,1,7,1,0,10,21,7555
2,0,8,0,0,4,14,7556
2,0,7,2,0,8,19,7557
2,0,7,2,0,8,19,7558
3,0,7,2,0,10,22,7559
2,0,7,2,0,8,19,7560
2,0,7,2,0,8,19,7561
2,0,7,2,0,8,19,7563
2,0,7,2,0,7,18,7565
2,0,8,2,0,7,19,7566
4,1,6,2,0,11,24,7568
2,0,7,2,0,8,19,7569
2,0,7,2,0,8,19,7570
1,1,6,1,0,0,9,7571
2,0,7,2,0,8,19,7573
6,4,4,0,0,9,23,7576
2,0,7,2,0,8,19,7577
2,0,7,2,0,8,19,7578
2,0,7,2,0,8,19,7579
2,0,7,2,0,8,19,7580
0,0,8,0,0,3,11,7581
1,0,11,1,0,4,17,7582
2,0,7,2,0,8,19,7583
1,0,8,0,0,4,13,7584
2,0,7,2,0,8,19,7585
4,0,6,3,0,6,19,7587
2,0,7,2,0,8,19,7588
2,0,7,2,0,8,19,7589
3,0,9,3,2,6,23,7590
2,0,7,2,0,8,19,7591
3,0,7,2,0,6,18,7593
2,0,9,2,0,4,17,7594
0,0,5,0,0,0,5,7595
0,0,10,0,0,2,12,7598
0,0,10,0,0,5,15,7600
4,2,8,4,0,2,20,7601
0,0,9,0,0,2,11,7602
5,1,9,1,1,7,24,7603
3,0,8,0,0,7,18,7604
3,1,5,2,0,6,17,7605
1,0,3,0,3,1,8,7607
2,1,5,0,0,5,13,7608
0,0,9,0,0,2,11,7609
0,0,3,1,0,0,4,7610
4,3,3,1,0,2,13,7611
0,0,9,0,0,2,11,7612
0,0,9,0,0,2,11,7613
0,0,7,0,0,2,9,7614
1,1,9,0,0,9,20,7616
0,0,8,1,0,4,13,7617
0,0,7,0,0,2,9,7619
2,1,4,2,0,4,13,7621
0,0,9,0,0,2,11,7622
1,0,19,1,0,3,24,7623
0,0,9,0,0,2,11,7626
0,0,9,1,0,5,15,7627
2,1,3,0,0,3,9,7628
0,0,10,0,0,2,12,7630
1,0,6,3,0,1,11,7631
0,0,9,0,0,2,11,7633
4,1,3,0,0,3,11,7634
0,0,10,0,0,2,12,7635
0,0,9,0,0,2,11,7638
2,1,4,0,1,2,10,7639
0,0,7,2,1,8,18,7640
0,0,8,0,0,0,8,7641
0,0,9,0,0,2,11,7642
5,0,8,1,2,4,20,7643
0,0,11,0,0,2,13,7644
0,0,3,0,0,0,3,7645
0,0,5,0,0,2,7,7647
1,2,1,2,2,5,13,7648
3,0,9,2,0,10,24,7649
6,3,5,2,1,10,27,7650
2,1,3,1,0,2,9,7651
3,0,4,1,1,2,11,7652
3,3,8,2,0,4,20,7653
2,1,2,0,1,1,7,7654
0,1,5,1,0,1,8,7656
7,2,6,2,2,10,29,7657
1,1,14,1,0,5,22,7659
4,1,5,1,1,7,19,7661
6,2,4,2,3,4,21,7662
2,1,4,1,2,3,13,7663
3,0,6,2,0,8,19,7668
1,0,5,3,1,3,13,7669
1,0,6,0,0,3,10,7670
1,1,13,1,0,5,21,7671
3,6,5,1,0,6,21,7672
2,0,4,3,0,5,14,7674
0,0,12,2,0,0,14,7675
8,3,5,2,1,9,28,7677
5,6,7,1,2,6,27,7678
3,1,6,4,1,5,20,7679
0,0,1,2,0,0,3,7680
1,0,7,3,0,4,15,7681
3,0,3,2,0,2,10,7683
2,0,8,3,0,3,16,7685
4,1,5,2,1,12,25,7686
6,1,7,1,0,7,22,7687
0,0,3,5,1,3,12,7688
1,1,7,2,0,5,16,7689
6,3,9,2,1,7,28,7691
3,2,6,2,1,3,17,7692
1,0,1,2,0,1,5,7693
0,0,4,0,0,2,6,7694
6,0,5,2,2,9,24,7695
2,1,4,0,0,4,11,7696
2,1,5,3,0,3,14,7698
0,1,8,0,0,0,9,7699
2,0,6,0,1,3,12,7701
5,1,5,0,1,2,14,7702
4,2,2,0,1,3,12,7703
2,1,1,0,1,0,5,7707
1,1,7,3,2,4,18,7711
4,2,7,1,1,5,20,7712
2,0,6,0,1,3,12,7714
3,0,5,0,2,3,13,7715
2,0,4,0,1,1,8,7717
4,1,2,2,3,1,13,7718
4,4,8,1,3,4,24,7719
3,2,4,0,2,7,18,7720
5,3,3,1,1,5,18,7721
5,2,3,0,0,4,14,7722
2,0,3,0,0,3,8,7723
5,2,4,0,0,3,14,7724
7,6,4,2,0,4,23,7725
2,0,1,1,2,1,7,7727
2,0,5,0,1,1,9,7728
4,4,6,1,1,5,21,7731
3,1,3,1,3,5,16,7733
3,1,3,0,2,2,11,7735
2,1,2,0,1,0,6,7736
6,5,4,0,0,5,20,7737
3,0,7,3,4,2,19,7738
2,0,4,0,1,1,8,7739
1,1,2,0,0,2,6,7742
2,1,5,0,1,4,13,7743
5,1,6,0,0,5,17,7744
6,3,6,1,1,6,23,7746
2,1,10,1,0,7,21,7747
2,0,10,1,1,4,18,7748
4,2,4,0,0,3,13,7749
4,1,9,0,0,2,16,7750
2,1,8,1,0,3,15,7751
3,1,8,2,0,1,15,7752
1,0,13,4,2,4,24,7753
2,0,7,1,0,2,12,7754
0,0,15,0,0,5,20,7755
2,0,11,1,0,4,18,7756
1,0,6,0,0,3,10,7758
2,0,8,2,1,2,15,7759
1,0,9,1,0,4,15,7760
4,0,8,1,0,3,16,7761
3,0,4,2,1,5,15,7763
3,0,10,0,0,3,16,7764
0,0,14,0,0,4,18,7765
1,0,10,2,0,4,17,7766
3,0,10,1,0,3,17,7767
2,0,8,0,0,8,18,7768
1,0,11,1,0,3,16,7769
0,0,4,1,0,1,6,7771
1,0,13,0,0,4,18,7772
3,0,7,0,0,1,11,7773
2,0,12,0,0,3,17,7774
5,0,10,1,0,4,20,7775
1,0,13,1,0,3,18,7780
2,0,9,0,0,2,13,7781
5,4,8,2,1,3,23,7783
3,1,8,1,1,4,18,7784
2,0,8,0,0,4,14,7785
9,4,7,1,1,4,26,7787
2,1,8,1,1,4,17,7788
2,0,7,0,0,1,10,7789
4,0,11,1,0,4,20,7790
1,0,13,0,0,5,19,7793
2,0,7,2,1,1,13,7797
1,0,4,0,1,1,7,7799
2,0,6,0,1,1,10,7800
2,0,10,2,1,1,16,7801
3,0,9,2,1,1,16,7802
1,0,8,2,1,1,13,7803
1,0,5,0,1,1,8,7804
5,0,6,2,2,7,22,7807
1,0,6,0,1,3,11,7809
3,0,6,2,2,2,15,7810
3,0,9,2,1,1,16,7812
0,0,7,0,1,2,10,7813
1,0,4,0,1,1,7,7815
1,0,3,0,1,1,6,7816
1,0,7,2,1,1,12,7817
3,0,9,2,1,2,17,7818
3,0,9,2,1,2,17,7821
0,0,7,1,1,0,9,7822
1,0,5,1,1,1,9,7823
2,0,5,2,1,2,12,7824
4,0,10,1,1,2,18,7826
3,1,2,1,0,1,8,7827
5,1,6,0,1,4,17,7828
3,0,9,2,1,2,17,7830
2,0,8,1,1,1,13,7831
3,0,9,2,1,2,17,7832
1,0,4,0,1,1,7,7833
1,0,4,0,1,1,7,7835
1,0,4,0,1,1,7,7837
3,0,9,2,1,1,16,7839
2,3,7,0,3,6,21,7840
1,0,4,0,1,1,7,7842
1,0,4,0,1,1,7,7843
1,0,4,0,1,1,7,7844
3,0,7,4,0,2,16,7847
8,4,4,2,1,10,29,7848
3,0,7,3,0,2,15,7849
3,0,7,4,0,2,16,7850
3,0,6,6,0,2,17,7851
1,0,6,1,0,1,9,7852
3,0,6,6,0,2,17,7854
3,0,6,3,0,2,14,7855
1,2,4,0,2,2,11,7857
3,0,7,3,0,2,15,7860
5,2,4,1,0,1,13,7861
3,0,6,6,0,2,17,7862
3,0,7,3,0,2,15,7863
2,0,4,0,0,3,9,7864
1,0,4,1,0,1,7,7865
4,1,3,1,1,2,12,7867
2,0,10,1,0,8,21,7868
2,0,8,1,0,2,13,7869
3,0,7,4,0,2,16,7870
3,0,7,3,0,2,15,7871
3,0,7,4,0,2,16,7872
3,0,9,1,0,5,18,7873
3,0,9,0,0,0,12,7874
5,2,11,4,1,8,31,7876
6,3,6,1,2,8,26,7877
1,0,7,1,0,1,10,7878
1,0,9,1,0,2,13,7880
2,0,9,2,0,6,19,7881
3,0,6,6,0,2,17,7882
3,0,7,3,0,2,15,7883
5,1,6,0,1,12,25,7885
1,0,11,0,0,0,12,7887
1,0,8,2,0,2,13,7888
3,0,7,4,0,2,16,7889
4,0,10,1,0,7,22,7891
3,0,7,4,0,2,16,7893
3,0,6,6,0,2,17,7894
1,0,7,1,0,0,9,7895
2,1,8,1,0,1,13,7897
2,0,5,0,1,3,11,7898
3,1,7,4,1,5,21,7902
4,1,12,1,0,3,21,7903
4,0,11,1,0,1,17,7905
5,0,5,1,1,5,17,7906
2,1,11,0,0,3,17,7907
1,0,7,1,0,0,9,7908
3,0,9,2,0,6,20,7909
0,0,9,0,0,0,9,7910
2,1,3,0,0,0,6,7912
2,1,9,0,0,6,18,7913
1,0,13,1,0,5,20,7914
2,0,5,2,0,4,13,7915
0,0,9,1,0,1,11,7916
3,0,5,2,0,8,18,7918
2,0,9,2,0,6,19,7923
0,0,8,0,0,3,11,7924
3,0,9,1,1,9,23,7926
4,1,5,2,2,6,20,7929
2,1,8,2,0,7,20,7930
2,1,5,2,0,7,17,7932
2,3,8,1,0,3,17,7933
5,2,3,2,0,7,19,7934
0,0,6,2,0,1,9,7935
1,0,12,1,0,4,18,7936
2,0,9,2,0,6,19,7937
1,0,7,3,0,3,14,7938
0,0,1,0,1,0,2,7939
4,0,8,3,0,5,20,7940
1,0,1,1,3,1,7,7941
2,1,4,1,0,2,10,7943
4,1,7,2,4,5,23,7944
4,1,6,3,2,7,23,7945
2,2,1,0,0,1,6,7949
4,1,5,2,3,11,26,7950
3,2,6,1,0,7,19,7952
3,1,8,1,1,5,19,7953
2,1,5,1,0,8,17,7954
0,0,6,0,0,2,8,7955
2,1,5,1,0,7,16,7957
2,0,5,1,0,3,11,7958
1,0,10,0,0,2,13,7959
1,0,7,2,0,2,12,7960
0,0,17,0,0,0,17,7962
2,0,9,3,0,6,20,7963
1,0,6,2,0,2,11,7965
1,0,7,2,0,2,12,7968
1,0,7,2,0,2,12,7969
2,0,8,2,0,3,15,7970
1,0,10,3,0,3,17,7971
1,0,7,2,0,2,12,7972
1,0,7,2,0,2,12,7973
1,0,6,2,0,2,11,7976
1,0,6,2,0,2,11,7977
1,0,6,2,0,2,11,7978
4,1,6,4,2,3,20,7980
1,0,6,2,0,2,11,7981
1,0,6,2,0,2,11,7982
1,0,7,2,0,2,12,7983
1,1,1,1,1,1,6,7984
1,0,7,2,0,2,12,7987
1,0,7,2,0,2,12,7988
1,0,6,2,0,2,11,7989
1,0,7,0,1,1,10,7990
3,1,6,0,0,3,13,7991
3,1,5,2,0,7,18,7992
1,0,8,2,0,2,13,7994
1,0,7,2,0,2,12,7996
1,0,7,2,0,2,12,7999
1,0,7,2,0,2,12,8000
2,0,5,2,0,2,11,8001
1,0,6,2,0,2,11,8002
2,1,7,0,0,3,13,8003
1,0,6,2,0,2,11,8005
1,0,7,2,0,2,12,8006
3,0,7,1,0,3,14,8008
2,1,6,4,1,5,19,8009
0,0,6,0,0,3,9,8010
4,1,5,2,1,2,15,8012
2,0,4,4,0,3,13,8013
1,0,12,1,0,4,18,8015
1,0,6,2,1,2,12,8016
1,1,11,2,0,2,17,8017
2,0,4,1,0,3,10,8018
2,0,5,1,0,2,10,8019
2,0,8,1,0,2,13,8020
3,0,8,3,0,5,19,8021
4,0,7,2,0,2,15,8023
2,0,4,1,0,2,9,8024
5,0,7,4,0,2,18,8025
4,1,9,2,0,4,20,8026
2,0,4,1,0,2,9,8028
5,3,4,3,2,6,23,8029
1,0,3,1,0,1,6,8030
2,0,6,0,0,3,11,8031
3,2,7,4,1,3,20,8032
3,0,7,0,0,5,15,8034
2,0,8,1,0,2,13,8035
2,0,5,1,0,2,10,8036
3,1,5,3,0,4,16,8037
3,0,8,0,7,4,22,8038
2,0,8,2,1,3,16,8039
2,0,11,1,0,3,17,8040
2,1,9,2,1,7,22,8043
2,0,4,1,0,3,10,8044
2,0,8,1,1,4,16,8045
0,0,11,3,0,3,17,8047
2,0,4,1,0,2,9,8049
2,1,9,2,1,5,20,8055
2,0,8,1,0,2,13,8056
6,4,4,1,1,7,23,8057
1,1,15,0,0,6,23,8058
2,0,5,0,0,1,8,8060
0,0,5,0,0,2,7,8061
1,0,8,2,0,1,12,8062
0,0,11,0,0,1,12,8064
1,1,14,1,1,4,22,8065
3,1,10,1,2,8,25,8066
1,0,8,2,0,1,12,8067
1,0,9,2,0,2,14,8068
0,0,4,0,0,3,7,8069
1,0,4,0,0,4,9,8070
1,0,8,2,0,1,12,8071
1,0,8,2,0,1,12,8073
1,0,7,2,3,8,21,8074
3,0,12,2,0,3,20,8079
2,0,6,1,0,2,11,8081
1,0,4,0,0,1,6,8083
0,0,11,0,0,1,12,8084
2,1,12,1,1,4,21,8085
1,0,6,2,0,1,10,8087
5,2,3,1,0,2,13,8088
2,0,8,0,0,3,13,8089
1,0,8,2,0,1,12,8091
5,6,7,0,0,7,25,8094
1,0,6,0,0,1,8,8095
2,0,7,0,0,3,12,8096
2,0,4,0,0,1,7,8097
4,4,9,0,0,12,29,8098
5,1,7,1,1,4,19,8100
2,0,8,1,0,0,11,8101
2,3,12,0,0,2,19,8102
4,1,9,1,0,4,19,8103
3,0,1,0,2,2,8,8105
2,0,4,0,0,1,7,8106
4,0,8,1,1,8,22,8109
1,0,3,0,0,2,6,8110
2,0,5,0,1,1,9,8111
1,1,7,1,0,1,11,8112
1,0,5,0,0,1,7,8113
3,1,4,3,0,5,16,8116
2,1,12,1,0,4,20,8118
5,0,11,1,0,7,24,8119
5,4,2,0,3,7,21,8120
3,2,3,3,3,4,18,8121
2,0,9,1,0,2,14,8122
2,1,3,0,2,2,10,8125
1,0,6,0,0,1,8,8126
2,0,6,0,0,5,13,8128
1,1,10,1,0,2,15,8129
2,1,4,1,0,3,11,8130
2,0,3,0,0,2,7,8131
3,0,4,0,0,4,11,8133
4,5,7,0,2,5,23,8135
6,4,9,1,0,6,26,8136
4,1,8,1,0,5,19,8137
0,0,12,1,0,3,16,8138
1,0,10,4,0,4,19,8140
2,0,4,0,0,1,7,8141
3,0,9,0,0,8,20,8142
3,0,9,0,0,8,20,8143
3,0,9,0,0,8,20,8144
3,0,9,0,0,8,20,8146
3,0,9,0,0,8,20,8147
3,0,9,1,0,7,20,8149
2,0,8,1,0,6,17,8150
3,1,2,1,0,3,10,8154
2,0,9,1,0,6,18,8155
5,0,7,2,0,9,23,8156
3,0,10,0,0,10,23,8158
2,0,10,0,0,2,14,8159
3,0,9,0,0,8,20,8161
3,0,9,0,0,8,20,8162
3,0,10,0,0,10,23,8163
3,0,9,0,0,8,20,8164
0,0,17,2,0,1,20,8165
3,0,10,0,0,10,23,8168
3,0,12,0,0,6,21,8169
3,0,9,0,0,8,20,8170
3,0,9,1,0,5,18,8171
4,0,9,1,0,7,21,8172
4,0,9,1,1,11,26,8175
3,0,8,1,0,7,19,8176
3,0,9,0,0,8,20,8177
3,0,9,0,0,8,20,8180
4,3,6,1,1,4,19,8181
3,0,8,1,1,7,20,8182
3,0,10,0,0,10,23,8183
2,0,9,0,0,2,13,8184
3,0,9,2,1,7,22,8187
2,0,5,0,0,1,8,8188
1,0,9,1,0,4,15,8189
3,0,9,2,1,7,22,8190
3,0,9,0,0,9,21,8191
3,1,9,2,0,6,21,8195
0,0,10,0,0,1,11,8196
1,1,2,0,0,1,5,8201
2,0,10,2,0,2,16,8202
0,0,9,1,0,5,15,8203
1,0,8,3,0,1,13,8204
0,0,6,1,0,5,12,8205
3,1,4,1,1,6,16,8208
5,0,7,2,1,5,20,8209
3,1,9,1,0,6,20,8210
1,0,3,0,0,3,7,8211
2,1,6,2,0,3,14,8212
1,0,15,1,0,3,20,8213
2,0,10,2,0,2,16,8214
1,1,8,1,0,2,13,8215
1,0,14,1,0,3,19,8216
2,3,11,0,0,1,17,8217
0,0,7,1,0,5,13,8218
2,0,5,1,1,5,14,8219
1,1,7,1,0,1,11,8221
3,2,10,0,0,6,21,8223
6,1,6,0,2,5,20,8224
2,1,4,1,1,7,16,8225
7,2,7,1,1,7,25,8226
3,1,9,2,0,3,18,8231
1,0,7,1,0,6,15,8232
4,3,5,2,1,6,21,8234
3,1,11,0,2,6,23,8235
0,0,15,0,0,1,16,8236
4,0,3,2,0,5,14,8237
0,0,10,0,0,1,11,8238
4,0,11,1,0,4,20,8239
2,0,10,2,0,2,16,8240
1,0,4,0,0,0,5,8241
4,0,4,1,3,6,18,8242
1,0,14,1,0,7,23,8243
